id,project,entry,exit
2,DSION PROPERTIES,07/17/2013 16:35:44,07/17/2013 16:35:56
1,DSION PROPERTIES,07/17/2013 16:35:53,07/17/2013 16:39:21
1,DSION PROPERTIES,07/17/2013 16:42:28,07/17/2013 16:42:41
1,DSION PROPERTIES,07/17/2013 16:48:37,07/17/2013 16:48:52
1,DSION PROPERTIES,07/17/2013 16:50:54,07/17/2013 16:51:07
2,DSION PROPERTIES,07/17/2013 16:51:06,07/17/2013 16:51:19
3,DSION PROPERTIES,07/17/2013 16:33:55,07/17/2013 16:55:30
3,DSION PROPERTIES,07/17/2013 16:55:57,07/17/2013 16:56:10
3,DSION PROPERTIES,07/17/2013 16:56:21,07/17/2013 16:56:34
1,DSION PROPERTIES,07/17/2013 16:59:36,07/17/2013 16:59:46
2,DSION PROPERTIES,07/17/2013 16:59:14,07/17/2013 17:00:04
1,DSION PROPERTIES,07/17/2013 16:59:57,07/17/2013 17:00:11
3,DSION PROPERTIES,07/17/2013 16:58:25,07/17/2013 17:00:13
4,DSION PROPERTIES,07/17/2013 17:00:03,07/17/2013 17:00:24
4,DSION PROPERTIES,07/17/2013 17:07:45,07/17/2013 17:07:58
3,DSION PROPERTIES,07/17/2013 17:07:54,07/17/2013 17:08:07
3,DSION PROPERTIES,07/17/2013 17:17:09,07/17/2013 17:17:27
3,DSION PROPERTIES,07/17/2013 17:27:49,07/17/2013 17:28:19
3,DSION PROPERTIES,07/17/2013 17:40:00,07/17/2013 17:40:13
3,DSION PROPERTIES,07/17/2013 17:40:18,07/17/2013 17:40:33
3,DSION PROPERTIES,07/17/2013 17:41:36,07/17/2013 17:41:49
3,DSION PROPERTIES,07/17/2013 17:41:52,07/17/2013 17:42:04
4,DSION PROPERTIES,07/17/2013 17:41:59,07/17/2013 17:42:10
4,DSION PROPERTIES,07/17/2013 17:46:23,07/17/2013 17:46:36
4,DSION PROPERTIES,07/17/2013 17:47:45,07/17/2013 17:47:58
4,DSION PROPERTIES,07/17/2013 17:49:04,07/17/2013 17:49:20
4,DSION PROPERTIES,07/17/2013 17:49:27,07/17/2013 17:49:43
4,DSION PROPERTIES,07/17/2013 17:55:44,07/17/2013 17:55:56
4,DSION PROPERTIES,07/17/2013 17:57:02,07/17/2013 17:57:17
3,DSION PROPERTIES,07/17/2013 17:58:45,07/17/2013 17:58:57
4,DSION PROPERTIES,07/17/2013 17:58:45,07/17/2013 17:59:02
4,DSION PROPERTIES,07/17/2013 17:59:51,07/17/2013 18:00:05
4,DSION PROPERTIES,07/17/2013 18:01:27,07/17/2013 18:01:41
3,DSION PROPERTIES,07/17/2013 18:01:29,07/17/2013 18:01:51
3,DSION PROPERTIES,07/17/2013 18:02:11,07/17/2013 18:02:44
4,DSION PROPERTIES,07/17/2013 18:02:40,07/17/2013 18:03:10
3,DSION PROPERTIES,07/17/2013 18:02:50,07/17/2013 18:03:22
4,DSION PROPERTIES,07/17/2013 18:03:13,07/17/2013 18:03:29
1,DSION PROPERTIES,07/17/2013 18:03:15,07/17/2013 18:03:33
1,DSION PROPERTIES,07/17/2013 18:07:22,07/17/2013 18:07:45
1,DSION PROPERTIES,07/17/2013 18:08:32,07/17/2013 18:09:06
1,DSION PROPERTIES,07/17/2013 18:09:06,07/17/2013 18:09:17
1,DSION PROPERTIES,07/17/2013 18:14:55,07/17/2013 18:15:20
1,DSION PROPERTIES,07/17/2013 18:15:41,07/17/2013 18:15:55
1,DSION PROPERTIES,07/17/2013 18:16:33,07/17/2013 18:17:11
1,DSION PROPERTIES,07/17/2013 18:17:14,07/17/2013 18:18:12
1,DSION PROPERTIES,07/17/2013 18:18:38,07/17/2013 18:18:51
1,DSION PROPERTIES,07/17/2013 18:19:12,07/17/2013 18:19:29
4,DSION PROPERTIES,07/17/2013 18:19:30,07/17/2013 18:19:44
1,DSION PROPERTIES,07/17/2013 18:19:29,07/17/2013 18:19:51
1,DSION PROPERTIES,07/17/2013 18:19:51,07/17/2013 18:20:16
4,DSION PROPERTIES,07/17/2013 18:19:52,07/17/2013 18:20:17
4,DSION PROPERTIES,07/17/2013 18:20:21,07/17/2013 18:21:06
3,DSION PROPERTIES,07/17/2013 18:20:54,07/17/2013 18:21:06
3,DSION PROPERTIES,07/17/2013 18:21:44,07/17/2013 18:21:56
3,DSION PROPERTIES,07/17/2013 18:21:58,07/17/2013 18:22:10
3,DSION PROPERTIES,07/17/2013 18:22:51,07/17/2013 18:23:17
3,DSION PROPERTIES,07/17/2013 18:29:14,07/17/2013 18:30:01
3,DSION PROPERTIES,07/17/2013 18:30:37,07/17/2013 18:30:49
3,DSION PROPERTIES,07/17/2013 18:35:45,07/17/2013 18:35:59
3,DSION PROPERTIES,07/17/2013 18:36:01,07/17/2013 18:36:13
4,DSION PROPERTIES,07/17/2013 18:35:49,07/17/2013 18:36:13
4,DSION PROPERTIES,07/17/2013 18:36:18,07/17/2013 18:36:30
3,DSION PROPERTIES,07/17/2013 18:36:29,07/17/2013 18:36:42
3,DSION PROPERTIES,07/17/2013 19:09:20,07/17/2013 19:09:43
4,DSION PROPERTIES,07/17/2013 19:09:30,07/17/2013 19:09:51
4,DSION PROPERTIES,07/17/2013 19:11:18,07/17/2013 19:11:31
4,DSION PROPERTIES,07/17/2013 19:11:51,07/17/2013 19:12:04
4,DSION PROPERTIES,07/17/2013 19:13:00,07/17/2013 19:13:11
4,DSION PROPERTIES,07/17/2013 19:13:37,07/17/2013 19:13:56
3,DSION PROPERTIES,07/17/2013 19:13:42,07/17/2013 19:13:57
3,DSION PROPERTIES,07/18/2013 10:25:37,07/18/2013 10:25:50
3,DSION PROPERTIES,07/18/2013 10:26:06,07/18/2013 10:26:20
3,DSION PROPERTIES,07/18/2013 10:26:23,07/18/2013 10:26:35
3,DSION PROPERTIES,07/18/2013 10:26:44,07/18/2013 10:26:58
3,DSION PROPERTIES,07/18/2013 10:27:40,07/18/2013 10:31:28
3,DSION PROPERTIES,07/18/2013 10:32:03,07/18/2013 10:32:24
3,DSION PROPERTIES,07/18/2013 10:38:34,07/18/2013 10:38:50
3,DSION PROPERTIES,07/18/2013 10:53:50,07/18/2013 10:54:03
3,DSION PROPERTIES,07/18/2013 11:04:17,07/18/2013 11:04:29
4,DSION PROPERTIES,07/18/2013 11:04:25,07/18/2013 11:04:38
4,DSION PROPERTIES,07/18/2013 11:04:50,07/18/2013 11:05:03
1,DSION PROPERTIES,07/17/2013 18:20:50,unknown
1,DSION PROPERTIES,07/18/2013 11:20:10,07/18/2013 11:20:22
1,DSION PROPERTIES,07/18/2013 11:34:16,07/18/2013 11:34:31
1,DSION PROPERTIES,07/18/2013 11:34:37,07/18/2013 11:34:52
1,DSION PROPERTIES,07/18/2013 11:39:05,07/18/2013 11:39:21
1,DSION PROPERTIES,07/18/2013 11:39:22,07/18/2013 11:39:34
3,DSION PROPERTIES,07/18/2013 11:39:24,07/18/2013 11:39:36
2,DSION PROPERTIES,07/18/2013 11:39:20,07/18/2013 11:39:46
1,DSION PROPERTIES,07/18/2013 11:39:45,07/18/2013 11:40:10
2,DSION PROPERTIES,07/18/2013 11:40:02,07/18/2013 11:40:15
2,DSION PROPERTIES,07/18/2013 11:40:15,07/18/2013 11:40:29
3,DSION PROPERTIES,07/18/2013 11:39:39,07/18/2013 11:43:35
3,DSION PROPERTIES,07/18/2013 11:43:48,07/18/2013 11:44:04
3,DSION PROPERTIES,07/18/2013 11:45:37,07/18/2013 11:45:49
3,DSION PROPERTIES,07/18/2013 11:46:36,07/18/2013 11:46:49
2,DSION PROPERTIES,07/18/2013 11:46:43,07/18/2013 11:47:01
3,DSION PROPERTIES,07/18/2013 11:46:53,07/18/2013 11:47:05
1,DSION PROPERTIES,07/18/2013 11:46:56,07/18/2013 11:47:08
1,DSION PROPERTIES,07/18/2013 11:51:12,07/18/2013 11:51:26
1,DSION PROPERTIES,07/18/2013 11:53:05,07/18/2013 11:53:20
1,DSION PROPERTIES,07/18/2013 11:53:28,07/18/2013 11:53:41
1,DSION PROPERTIES,07/18/2013 12:00:28,07/18/2013 12:00:40
3,DSION PROPERTIES,07/18/2013 12:00:30,07/18/2013 12:00:40
3,DSION PROPERTIES,07/18/2013 12:00:59,07/18/2013 12:01:27
1,DSION PROPERTIES,07/18/2013 12:01:03,07/18/2013 12:02:57
1,DSION PROPERTIES,07/18/2013 12:02:58,07/18/2013 12:03:10
1,DSION PROPERTIES,07/18/2013 12:03:15,07/18/2013 12:03:29
1,DSION PROPERTIES,07/18/2013 12:03:30,07/18/2013 12:03:44
1,DSION PROPERTIES,07/18/2013 12:05:26,07/18/2013 12:05:42
3,DSION PROPERTIES,07/18/2013 12:05:33,07/18/2013 12:05:45
3,DSION PROPERTIES,07/18/2013 12:07:15,07/18/2013 12:07:50
3,DSION PROPERTIES,07/18/2013 12:09:45,07/18/2013 12:09:57
1,DSION PROPERTIES,07/18/2013 12:09:54,07/18/2013 12:10:07
1,DSION PROPERTIES,07/18/2013 12:18:20,07/18/2013 12:18:35
3,DSION PROPERTIES,07/18/2013 12:28:27,07/18/2013 12:29:10
3,DSION PROPERTIES,07/18/2013 12:29:11,07/18/2013 12:29:24
3,DSION PROPERTIES,07/18/2013 12:29:30,07/18/2013 12:29:45
1,DSION PROPERTIES,07/18/2013 12:27:38,07/18/2013 12:30:19
3,DSION PROPERTIES,07/18/2013 12:30:07,07/18/2013 12:30:29
3,DSION PROPERTIES,07/18/2013 12:34:06,07/18/2013 12:34:25
1,DSION PROPERTIES,07/18/2013 12:34:19,07/18/2013 12:34:40
3,DSION PROPERTIES,07/18/2013 12:34:28,07/18/2013 12:34:41
3,DSION PROPERTIES,07/18/2013 12:35:10,07/18/2013 12:35:24
1,DSION PROPERTIES,07/18/2013 12:35:15,07/18/2013 12:35:32
2,DSION PROPERTIES,07/18/2013 12:35:21,07/18/2013 12:35:35
3,DSION PROPERTIES,07/18/2013 12:35:31,07/18/2013 12:35:46
3,DSION PROPERTIES,07/18/2013 12:36:18,07/18/2013 12:36:30
3,DSION PROPERTIES,07/18/2013 12:36:37,07/18/2013 12:36:50
2,DSION PROPERTIES,07/18/2013 12:36:48,07/18/2013 12:37:02
3,DSION PROPERTIES,07/18/2013 12:36:52,07/18/2013 12:37:09
3,DSION PROPERTIES,07/18/2013 12:40:03,07/18/2013 12:40:16
3,DSION PROPERTIES,07/18/2013 12:41:33,07/18/2013 12:41:59
2,DSION PROPERTIES,07/18/2013 12:41:48,07/18/2013 12:42:02
2,DSION PROPERTIES,07/18/2013 12:42:24,07/18/2013 12:42:38
2,DSION PROPERTIES,07/18/2013 12:43:07,07/18/2013 12:43:27
3,DSION PROPERTIES,07/18/2013 12:43:23,07/18/2013 12:43:36
2,DSION PROPERTIES,07/18/2013 12:43:31,07/18/2013 12:43:43
2,DSION PROPERTIES,07/18/2013 12:45:28,07/18/2013 12:46:01
2,DSION PROPERTIES,07/18/2013 12:48:46,07/18/2013 12:49:01
2,DSION PROPERTIES,07/18/2013 12:49:04,07/18/2013 12:49:17
2,DSION PROPERTIES,07/18/2013 12:51:05,07/18/2013 12:51:15
2,DSION PROPERTIES,07/18/2013 12:51:25,07/18/2013 12:51:35
2,DSION PROPERTIES,07/18/2013 12:52:26,07/18/2013 12:52:37
2,DSION PROPERTIES,07/18/2013 12:53:29,07/18/2013 12:53:40
2,DSION PROPERTIES,07/18/2013 12:53:47,07/18/2013 12:54:00
3,DSION PROPERTIES,07/18/2013 12:53:52,07/18/2013 12:54:05
3,DSION PROPERTIES,07/18/2013 12:54:17,07/18/2013 12:54:30
3,DSION PROPERTIES,07/18/2013 12:54:43,07/18/2013 12:54:56
2,DSION PROPERTIES,07/18/2013 12:54:51,07/18/2013 12:55:08
2,DSION PROPERTIES,07/18/2013 12:56:44,07/18/2013 12:57:05
2,DSION PROPERTIES,07/18/2013 12:57:05,07/18/2013 12:57:18
2,DSION PROPERTIES,07/18/2013 12:58:07,07/18/2013 12:58:18
3,DSION PROPERTIES,07/18/2013 12:58:15,07/18/2013 12:59:18
3,DSION PROPERTIES,07/18/2013 12:59:33,07/18/2013 13:00:35
2,DSION PROPERTIES,07/18/2013 13:00:24,07/18/2013 13:00:40
2,DSION PROPERTIES,07/18/2013 13:01:03,07/18/2013 13:01:17
1,DSION PROPERTIES,07/18/2013 13:00:26,07/18/2013 13:01:43
2,DSION PROPERTIES,07/18/2013 13:02:00,07/18/2013 13:02:12
1,DSION PROPERTIES,07/18/2013 13:01:49,07/18/2013 13:02:29
1,DSION PROPERTIES,07/18/2013 13:02:43,07/18/2013 13:02:55
3,DSION PROPERTIES,07/18/2013 13:02:11,07/18/2013 13:02:57
2,DSION PROPERTIES,07/18/2013 13:02:46,07/18/2013 13:02:57
2,DSION PROPERTIES,07/18/2013 13:03:06,07/18/2013 13:03:21
2,DSION PROPERTIES,07/18/2013 13:03:55,07/18/2013 13:04:09
2,DSION PROPERTIES,07/18/2013 13:04:46,07/18/2013 13:05:26
3,DSION PROPERTIES,07/18/2013 13:05:23,07/18/2013 13:05:52
3,DSION PROPERTIES,07/18/2013 13:07:40,07/18/2013 13:08:32
2,DSION PROPERTIES,07/18/2013 13:08:12,07/18/2013 13:09:02
2,DSION PROPERTIES,07/18/2013 13:09:51,07/18/2013 13:10:12
2,DSION PROPERTIES,07/18/2013 13:10:33,unknown
1,DSION PROPERTIES,07/18/2013 13:18:04,07/18/2013 13:18:17
1,DSION PROPERTIES,07/18/2013 13:20:39,07/18/2013 13:20:57
2,DSION PROPERTIES,07/18/2013 13:20:47,07/18/2013 13:20:59
3,DSION PROPERTIES,07/18/2013 13:20:48,07/18/2013 13:20:59
4,DSION PROPERTIES,07/18/2013 13:20:50,07/18/2013 13:21:04
5,DSION PROPERTIES,07/18/2013 13:20:51,07/18/2013 13:21:06
4,DSION PROPERTIES,07/18/2013 13:21:05,07/18/2013 13:21:16
4,DSION PROPERTIES,07/18/2013 13:21:33,07/18/2013 13:21:49
5,DSION PROPERTIES,07/18/2013 13:21:48,07/18/2013 13:22:17
5,DSION PROPERTIES,07/18/2013 13:22:21,07/18/2013 13:22:33
4,DSION PROPERTIES,07/18/2013 13:22:28,07/18/2013 13:22:42
4,DSION PROPERTIES,07/18/2013 13:22:47,07/18/2013 13:23:00
3,DSION PROPERTIES,07/18/2013 13:22:29,07/18/2013 13:23:12
3,DSION PROPERTIES,07/18/2013 13:23:12,07/18/2013 13:24:29
4,DSION PROPERTIES,07/18/2013 13:24:19,07/18/2013 13:24:32
4,DSION PROPERTIES,07/18/2013 13:26:26,07/18/2013 13:26:40
3,DSION PROPERTIES,07/18/2013 13:27:42,07/18/2013 13:27:57
3,DSION PROPERTIES,07/18/2013 13:28:11,07/18/2013 13:28:22
5,DSION PROPERTIES,07/18/2013 13:28:16,07/18/2013 13:28:30
4,DSION PROPERTIES,07/18/2013 13:27:02,07/18/2013 13:28:42
5,DSION PROPERTIES,07/18/2013 13:28:39,07/18/2013 13:28:51
5,DSION PROPERTIES,07/18/2013 13:28:54,07/18/2013 13:30:15
3,DSION PROPERTIES,07/18/2013 13:28:41,07/18/2013 13:30:30
4,DSION PROPERTIES,07/18/2013 13:30:02,07/18/2013 13:30:32
5,DSION PROPERTIES,07/18/2013 13:30:21,07/18/2013 13:30:32
2,DSION PROPERTIES,07/18/2013 13:30:12,07/18/2013 13:30:34
2,DSION PROPERTIES,07/18/2013 13:30:45,07/18/2013 13:31:00
2,DSION PROPERTIES,07/18/2013 13:33:57,07/18/2013 13:34:24
5,DSION PROPERTIES,07/18/2013 13:34:19,07/18/2013 13:34:36
5,DSION PROPERTIES,07/18/2013 13:34:57,07/18/2013 13:35:14
5,DSION PROPERTIES,07/18/2013 13:35:14,07/18/2013 13:35:29
5,DSION PROPERTIES,07/18/2013 13:35:30,07/18/2013 13:35:49
2,DSION PROPERTIES,07/18/2013 13:36:19,07/18/2013 13:36:31
4,DSION PROPERTIES,07/18/2013 13:36:20,07/18/2013 13:36:34
5,DSION PROPERTIES,07/18/2013 13:36:15,07/18/2013 13:36:39
2,DSION PROPERTIES,07/18/2013 13:36:33,07/18/2013 13:36:47
2,DSION PROPERTIES,07/18/2013 13:38:18,07/18/2013 13:39:35
2,DSION PROPERTIES,07/18/2013 13:39:48,07/18/2013 13:40:28
2,DSION PROPERTIES,07/18/2013 13:43:03,07/18/2013 13:43:17
2,DSION PROPERTIES,07/18/2013 13:43:27,07/18/2013 13:43:38
2,DSION PROPERTIES,07/18/2013 13:45:00,07/18/2013 13:45:13
2,DSION PROPERTIES,07/18/2013 13:45:19,07/18/2013 13:45:32
2,DSION PROPERTIES,07/18/2013 13:47:16,07/18/2013 13:47:28
2,DSION PROPERTIES,07/18/2013 13:48:29,07/18/2013 13:48:42
2,DSION PROPERTIES,07/18/2013 13:48:49,07/18/2013 13:49:03
5,DSION PROPERTIES,07/18/2013 13:48:57,07/18/2013 13:49:15
2,DSION PROPERTIES,07/18/2013 13:49:07,07/18/2013 13:49:20
5,DSION PROPERTIES,07/18/2013 13:49:44,07/18/2013 13:50:14
5,DSION PROPERTIES,07/18/2013 13:50:18,07/18/2013 13:50:35
2,DSION PROPERTIES,07/18/2013 13:49:43,07/18/2013 13:50:41
4,DSION PROPERTIES,07/18/2013 13:51:34,07/18/2013 13:51:45
3,DSION PROPERTIES,07/18/2013 13:51:37,07/18/2013 13:51:48
5,DSION PROPERTIES,07/18/2013 13:50:56,07/18/2013 13:52:05
3,DSION PROPERTIES,07/18/2013 13:51:56,07/18/2013 13:52:10
5,DSION PROPERTIES,07/18/2013 13:52:38,07/18/2013 13:52:51
3,DSION PROPERTIES,07/18/2013 13:52:11,07/18/2013 13:52:54
5,DSION PROPERTIES,07/18/2013 13:52:51,07/18/2013 13:53:19
4,DSION PROPERTIES,07/18/2013 13:52:47,07/18/2013 13:53:39
5,DSION PROPERTIES,07/18/2013 13:53:23,07/18/2013 13:53:41
5,DSION PROPERTIES,07/18/2013 13:54:03,07/18/2013 13:54:15
4,DSION PROPERTIES,07/18/2013 13:54:15,07/18/2013 13:54:28
4,DSION PROPERTIES,07/18/2013 13:55:30,07/18/2013 13:55:40
5,DSION PROPERTIES,07/18/2013 13:55:31,07/18/2013 13:56:00
4,DSION PROPERTIES,07/18/2013 13:56:00,07/18/2013 13:56:20
4,DSION PROPERTIES,07/18/2013 13:58:02,07/18/2013 13:58:21
5,DSION PROPERTIES,07/18/2013 13:58:19,07/18/2013 13:58:34
5,DSION PROPERTIES,07/18/2013 13:58:42,07/18/2013 13:58:56
5,DSION PROPERTIES,07/18/2013 13:58:56,07/18/2013 13:59:14
5,DSION PROPERTIES,07/18/2013 13:59:36,07/18/2013 13:59:48
5,DSION PROPERTIES,07/18/2013 13:59:55,07/18/2013 14:00:09
4,DSION PROPERTIES,07/18/2013 14:04:31,07/18/2013 14:04:45
5,DSION PROPERTIES,07/18/2013 14:03:44,07/18/2013 14:04:48
5,DSION PROPERTIES,07/18/2013 14:04:49,07/18/2013 14:05:53
5,DSION PROPERTIES,07/18/2013 14:08:40,07/18/2013 14:08:52
5,DSION PROPERTIES,07/18/2013 14:09:08,07/18/2013 14:09:47
5,DSION PROPERTIES,07/18/2013 14:10:53,07/18/2013 14:12:14
5,DSION PROPERTIES,07/18/2013 14:12:44,07/18/2013 14:13:39
4,DSION PROPERTIES,07/18/2013 14:08:50,07/18/2013 14:14:04
4,DSION PROPERTIES,07/18/2013 14:14:22,07/18/2013 14:23:42
4,DSION PROPERTIES,07/18/2013 14:23:47,07/18/2013 14:24:01
4,DSION PROPERTIES,07/18/2013 14:24:12,07/18/2013 14:24:13
4,DSION PROPERTIES,07/18/2013 14:24:13,07/18/2013 14:24:13
5,DSION PROPERTIES,07/18/2013 14:22:29,07/18/2013 14:24:18
4,DSION PROPERTIES,07/18/2013 14:24:13,07/18/2013 14:24:38
4,DSION PROPERTIES,07/18/2013 14:26:09,07/18/2013 14:26:50
4,DSION PROPERTIES,07/18/2013 14:26:58,07/18/2013 14:27:11
4,DSION PROPERTIES,07/18/2013 14:28:31,07/18/2013 14:28:54
4,DSION PROPERTIES,07/18/2013 14:31:58,07/18/2013 14:32:11
5,DSION PROPERTIES,07/18/2013 14:24:32,07/18/2013 14:32:12
3,DSION PROPERTIES,07/18/2013 14:32:00,07/18/2013 14:32:17
5,DSION PROPERTIES,07/18/2013 14:32:35,07/18/2013 14:32:47
3,DSION PROPERTIES,07/18/2013 14:32:34,07/18/2013 14:32:49
3,DSION PROPERTIES,07/18/2013 14:32:52,07/18/2013 14:33:12
3,DSION PROPERTIES,07/18/2013 14:33:19,07/18/2013 14:33:35
5,DSION PROPERTIES,07/18/2013 14:33:34,07/18/2013 14:33:48
5,DSION PROPERTIES,07/18/2013 14:33:52,07/18/2013 14:34:06
5,DSION PROPERTIES,07/18/2013 14:34:10,07/18/2013 14:34:24
5,DSION PROPERTIES,07/18/2013 14:34:43,07/18/2013 14:34:44
3,DSION PROPERTIES,07/18/2013 14:34:14,07/18/2013 14:34:52
3,DSION PROPERTIES,07/18/2013 14:34:59,07/18/2013 14:35:14
5,DSION PROPERTIES,07/18/2013 14:35:10,07/18/2013 14:35:23
5,DSION PROPERTIES,07/18/2013 14:35:40,07/18/2013 14:35:56
3,DSION PROPERTIES,07/18/2013 14:35:51,07/18/2013 14:36:04
2,DSION PROPERTIES,07/18/2013 13:50:46,07/18/2013 14:36:20
3,DSION PROPERTIES,07/18/2013 14:36:09,07/18/2013 14:36:25
2,DSION PROPERTIES,07/18/2013 14:36:25,07/18/2013 14:37:13
2,DSION PROPERTIES,07/18/2013 14:37:22,07/18/2013 14:38:59
2,DSION PROPERTIES,07/18/2013 14:39:36,07/18/2013 14:39:52
2,DSION PROPERTIES,07/18/2013 14:40:02,07/18/2013 14:41:35
4,DSION PROPERTIES,07/18/2013 14:35:10,07/18/2013 14:41:37
4,DSION PROPERTIES,07/18/2013 14:42:49,07/18/2013 14:43:01
4,DSION PROPERTIES,07/18/2013 14:45:48,07/18/2013 14:46:21
4,DSION PROPERTIES,07/18/2013 14:47:27,07/18/2013 14:47:39
4,DSION PROPERTIES,07/18/2013 14:47:44,07/18/2013 14:47:56
2,DSION PROPERTIES,07/18/2013 14:47:48,07/18/2013 14:48:00
2,DSION PROPERTIES,07/18/2013 14:48:04,07/18/2013 14:48:15
4,DSION PROPERTIES,07/18/2013 14:52:34,07/18/2013 14:52:51
3,DSION PROPERTIES,07/18/2013 14:52:45,07/18/2013 14:52:57
2,DSION PROPERTIES,07/18/2013 14:49:15,07/18/2013 15:06:40
3,DSION PROPERTIES,07/18/2013 15:13:16,07/18/2013 15:13:16
2,DSION PROPERTIES,07/18/2013 15:13:11,07/18/2013 15:13:25
3,DSION PROPERTIES,07/18/2013 15:19:17,07/18/2013 15:19:29
4,DSION PROPERTIES,07/18/2013 15:19:25,07/18/2013 15:19:36
4,DSION PROPERTIES,07/18/2013 15:19:52,07/18/2013 15:20:36
4,DSION PROPERTIES,07/18/2013 15:23:28,07/18/2013 15:23:41
4,DSION PROPERTIES,07/18/2013 15:23:51,07/18/2013 15:24:05
2,DSION PROPERTIES,07/18/2013 15:15:51,07/18/2013 15:53:54
4,DSION PROPERTIES,07/18/2013 15:59:00,07/18/2013 15:59:12
4,DSION PROPERTIES,07/18/2013 15:59:17,07/18/2013 15:59:29
4,DSION PROPERTIES,07/18/2013 16:08:39,07/18/2013 16:08:51
4,DSION PROPERTIES,07/18/2013 16:09:23,07/18/2013 16:09:36
2,DSION PROPERTIES,07/18/2013 15:56:40,07/18/2013 16:10:59
4,DSION PROPERTIES,07/18/2013 16:10:53,07/18/2013 16:11:07
2,DSION PROPERTIES,07/18/2013 16:16:29,07/18/2013 16:16:39
3,DSION PROPERTIES,07/18/2013 16:16:36,07/18/2013 16:16:48
3,DSION PROPERTIES,07/18/2013 16:16:55,07/18/2013 16:17:07
2,DSION PROPERTIES,07/18/2013 16:17:04,07/18/2013 16:17:16
2,DSION PROPERTIES,07/18/2013 16:17:23,07/18/2013 16:17:34
2,DSION PROPERTIES,07/18/2013 16:17:35,07/18/2013 16:17:47
2,DSION PROPERTIES,07/18/2013 16:17:58,07/18/2013 16:18:09
4,DSION PROPERTIES,07/18/2013 16:13:30,07/18/2013 16:22:23
4,DSION PROPERTIES,07/18/2013 16:24:09,07/18/2013 16:24:21
2,DSION PROPERTIES,07/18/2013 16:24:15,07/18/2013 16:24:28
4,DSION PROPERTIES,07/18/2013 16:26:08,07/18/2013 16:26:20
4,DSION PROPERTIES,07/18/2013 16:27:35,07/18/2013 16:27:47
4,DSION PROPERTIES,07/18/2013 16:28:15,07/18/2013 16:28:33
4,DSION PROPERTIES,07/18/2013 16:39:57,07/18/2013 16:40:09
4,DSION PROPERTIES,07/18/2013 16:41:19,07/18/2013 16:41:32
4,DSION PROPERTIES,07/18/2013 16:42:00,07/18/2013 16:42:11
4,DSION PROPERTIES,07/18/2013 16:43:23,07/18/2013 16:43:35
4,DSION PROPERTIES,07/18/2013 16:47:25,07/18/2013 16:47:37
3,DSION PROPERTIES,07/18/2013 16:47:36,07/18/2013 16:47:39
3,DSION PROPERTIES,07/18/2013 16:55:47,07/18/2013 16:56:01
3,DSION PROPERTIES,07/18/2013 17:00:36,07/18/2013 17:00:48
3,DSION PROPERTIES,07/18/2013 17:10:27,07/18/2013 17:10:45
2,DSION PROPERTIES,07/18/2013 16:24:32,07/18/2013 17:11:21
3,DSION PROPERTIES,07/18/2013 17:11:13,07/18/2013 17:16:46
4,DSION PROPERTIES,07/18/2013 17:25:39,07/18/2013 17:25:50
3,DSION PROPERTIES,07/18/2013 17:25:15,07/18/2013 17:26:28
5,DSION PROPERTIES,07/18/2013 17:25:41,07/18/2013 17:26:47
3,DSION PROPERTIES,07/18/2013 17:26:37,07/18/2013 17:27:50
4,DSION PROPERTIES,07/18/2013 17:26:25,07/18/2013 17:27:53
2,DSION PROPERTIES,07/18/2013 17:25:23,07/18/2013 17:27:53
2,DSION PROPERTIES,07/18/2013 17:30:22,07/18/2013 17:30:50
4,DSION PROPERTIES,07/18/2013 17:31:13,07/18/2013 17:31:25
4,DSION PROPERTIES,07/18/2013 17:31:30,07/18/2013 17:31:45
3,DSION PROPERTIES,07/18/2013 17:31:52,07/18/2013 17:32:03
4,DSION PROPERTIES,07/18/2013 17:31:50,07/18/2013 17:32:12
2,DSION PROPERTIES,07/18/2013 17:30:53,07/18/2013 17:32:23
3,DSION PROPERTIES,07/18/2013 17:32:19,07/18/2013 17:32:41
3,DSION PROPERTIES,07/18/2013 17:33:18,07/18/2013 17:33:42
5,DSION PROPERTIES,07/18/2013 17:32:02,07/18/2013 17:35:10
2,DSION PROPERTIES,07/18/2013 17:34:58,07/18/2013 17:35:41
2,DSION PROPERTIES,07/18/2013 17:35:41,07/18/2013 17:35:53
3,DSION PROPERTIES,07/18/2013 17:33:42,07/18/2013 17:35:58
5,DSION PROPERTIES,07/18/2013 17:35:31,07/18/2013 17:35:58
2,DSION PROPERTIES,07/18/2013 17:35:53,07/18/2013 17:37:00
2,DSION PROPERTIES,07/18/2013 17:37:00,07/18/2013 17:37:21
2,DSION PROPERTIES,07/18/2013 17:38:09,07/18/2013 17:38:21
5,DSION PROPERTIES,07/18/2013 17:38:17,07/18/2013 17:38:30
4,DSION PROPERTIES,07/18/2013 17:32:16,07/18/2013 17:38:54
5,DSION PROPERTIES,07/18/2013 17:39:23,07/18/2013 17:39:36
4,DSION PROPERTIES,07/18/2013 17:39:18,07/18/2013 17:39:38
1,DSION PROPERTIES,07/18/2013 18:13:34,07/18/2013 18:14:35
1,DSION PROPERTIES,07/18/2013 18:16:15,07/18/2013 18:16:15
1,DSION PROPERTIES,07/18/2013 18:16:17,07/18/2013 18:16:30
1,DSION PROPERTIES,07/18/2013 18:16:31,07/18/2013 18:16:43
